Ranking,Nome,Categoria,Lançamento,Pontuação G3D,Pontuação G2D,Preço,Interface,Tdp,Clock GPU (MHz),Clock Memória (MHz),Tamanho Memória
2442,Quadro FX 3000,Workstation,Apr 2009,69,178,$166.61*,AGP 8x,NA,400 MHz,400 MHz,256 MB
2441,Radeon X1600 Pro / X1300XT,Unknown,Jan 2010,69,285,NA,NA,NA,NA,NA,NA
2440,RADEON X800 XL,Desktop,Mar 2011,69,271,NA,AGP 8x,NA,400 MHz,400 MHz,256 MB
2444,GeForce 8400 SE,Unknown,May 2009,68,290,NA,NA,NA,NA,NA,NA
2445,Intel G45/G43/G41 Express Chipset,Unknown,Mar 2011,68,318,NA,NA,NA,NA,NA,NA
2446,Matrox G200eR WDDM 2.0,Unknown,Mar 2017,68,457,NA,NA,NA,NA,NA,NA
2450,GeForce 8400M GT,Mobile,Apr 2009,67,56,NA,PCIe x16,14,450 MHz,450 MHz,256 MB
2449,MOBILITY RADEON X700,Mobile,Mar 2010,67,200,NA,PCI-E x16,NA,350 MHz,350 MHz,128 MB
2448,Quadro NVS 450,Unknown,Apr 2009,67,89,$490.93*,NA,NA,NA,NA,NA
2451,Radeon X1550,Desktop,Jul 2009,67,253,$155.00*,"AGP 8x, PCI, PCI-E x16",27,550 MHz,550 MHz,512 MB
2447,RADEON X600 PRO,Unknown,Apr 2009,67,252,$160.49*,NA,NA,NA,NA,NA
2453,GeForce Go 7400,Mobile,Apr 2009,66,112,NA,PCIe x16,NA,450 MHz,450 MHz,256 MB
2452,Mobility Radeon HD 4225,Mobile,Jun 2010,66,174,NA,Internal PCIe x16 1.1,NA,380 MHz,380 MHz,512 MB
2454,GeForce 8200M G,Mobile,Apr 2009,65,34,NA,Integrated (PCIe 2.0 x16),19.2,400 MHz,400 MHz,256 MB
2455,RADEON X800 PRO,Desktop,Jun 2009,65,190,NA,AGP 8x,NA,475 MHz,475 MHz,256 MB
2456,Quadro FX 550,Workstation,Apr 2009,64,325,$287.82*,PCIe x16,25,360 MHz,360 MHz,128 MB
Insufficient data,ZX C960 GPU,Desktop,May 2024,64,116,NA,NA,NA,NA,NA,NA
2459,GeForce G 103M,Mobile,Aug 2012,63,34,NA,PCIe 2.0 x16,14,640 MHz,640 MHz,512 MB
2458,Intel HD manual-15.28-1861,Unknown,Jul 2015,63,72,NA,NA,NA,NA,NA,NA
2457,Mobility Radeon HD 3410,Mobile,Jan 2010,63,130,NA,PCIe x16 1.1,NA,400 MHz,400 MHz,512 MB
Insufficient data,Sangfor TitanGPU controller,Desktop,May 2024,63,64,NA,NA,NA,NA,NA,NA
2460,MOBILITY FireGL V3200,Workstation,Apr 2009,62,238,NA,PCIe x16,NA,400 MHz,400 MHz,128 MB
2461,SAPPHIRE Radeon X1550,Unknown,Feb 2010,61,285,NA,NA,NA,NA,NA,NA
2462,MOBILITY RADEON X700 XL,Unknown,Feb 2010,60,189,NA,NA,NA,NA,NA,NA
2463,Radeon 2100,Unknown,Apr 2009,60,286,$190.99*,NA,NA,NA,NA,NA
2467,FireGL X1,Unknown,Apr 2009,59,167,NA,NA,NA,NA,NA,NA
2468,GeForce 6800 XE,Unknown,May 2009,59,166,NA,NA,NA,NA,NA,NA
2466,GeForce FX 5950 Ultra,Desktop,Apr 2009,59,274,NA,AGP 8X,NA,475 MHz,475 MHz,256 MB
2465,Matrox G200e WDDM 1.2,Unknown,Oct 2013,59,505,NA,NA,NA,NA,NA,NA
2464,RADEON 9800 PRO,Desktop,Sep 2009,59,153,NA,AGP 8x,NA,380 MHz,380 MHz,256 MB
2470,Intel - Express Chipset Q45/Q43,Unknown,Aug 2011,58,336,NA,NA,NA,NA,NA,NA
2471,RADEON 9800,Desktop,Oct 2010,58,191,$325.00*,AGP 8x,NA,325 MHz,325 MHz,128 MB
2469,Radeon X1300,Desktop,Jul 2009,58,237,$95.78*,"AGP 8x, PCI, PCI-E x16",NA,450 MHz,450 MHz,256 MB
2476,Intel - Express Chipset G41,Unknown,Dec 2011,57,325,NA,NA,NA,NA,NA,NA
2472,Intel G41 Express-Chipsatz,Unknown,Apr 2012,57,267,NA,NA,NA,NA,NA,NA
2473,Intel Q35 Express,Unknown,Apr 2009,57,16,NA,NA,NA,NA,NA,NA
2474,Intel Q45/Q43 Express-Chipsatz,Unknown,Mar 2010,57,352,NA,NA,NA,NA,NA,NA
2475,RADEON 9800 XT,Desktop,Sep 2009,57,160,NA,AGP 8x,NA,412 MHz,412 MHz,256 MB
2477,RADEON X600 256MB HyperMemory,Desktop,Apr 2009,57,210,NA, PCI-E x16,NA,400 MHz,400 MHz,256 MB
2478,RADEON X550XT,Unknown,Jul 2009,56,224,NA,NA,NA,NA,NA,NA
2479,Matrox G200eh WDDM 2.0,Unknown,Apr 2017,55,79,NA,NA,NA,NA,NA,NA
2480,RADEON 9700 PRO,Desktop,Apr 2009,54,149,NA,AGP 8x,NA,325 MHz,325 MHz,128 MB
2481,FireGL V3100,Workstation,May 2009,53,275,NA,PCIe x16,NA,400 MHz,400 MHz,128 MB
2486,GeForce 6200 TurboCache,Unknown,Apr 2009,52,40,NA,NA,NA,NA,NA,NA
2484,GeForce Go 7300,Mobile,Aug 2012,52,114,NA,PCIe x16,NA,350 MHz,350 MHz,512 MB
2485,Matrox G200eh WDDM 1.2,Unknown,Sep 2014,52,448,NA,NA,NA,NA,NA,NA
2487,RADEON E2400,Unknown,Sep 2011,52,287,NA,NA,NA,NA,NA,NA
2483,Radeon Xpress 1300,Unknown,Mar 2014,52,266,NA,NA,NA,NA,NA,NA
2482,Red Hat QXL controller,Unknown,Sep 2015,52,269,NA,NA,NA,NA,NA,NA
2491,FirePro 2450,Workstation,Jan 2010,51,482,$89.99*,"PCIe 2.0 x1,x16",36,NA,NA,512 MB
2489,GeForce 6600 LE,Desktop,Apr 2009,51,234,NA,"AGP 8x,PCI-E x16",NA,300 MHz,300 MHz,256 MB
2490,GeForce 7100 GS,Desktop,Apr 2009,51,79,NA,PCI-E x16,NA,350 MHz,350 MHz,256 MB
2488,GeForce FX Go5700,Unknown,May 2009,51,171,NA,NA,NA,NA,NA,NA
2493,Mobility Radeon HD 2300,Mobile,Oct 2012,51,211,NA,PCIe x16,NA,480 MHz,480 MHz,512 MB
2492,RADEON X550,Desktop,Jul 2009,51,266,NA,PCI-E x16,NA,400 MHz,400 MHz,256 MB
2496,Matrox G200eW WDDM 1.2,Unknown,Feb 2014,50,397,NA,NA,NA,NA,NA,NA
2495,MOBILITY RADEON X600,Mobile,Apr 2009,50,209,NA,PCI-E x16,NA,400 MHz,400 MHz,128 MB
2494,Quadro NVS 135M,Workstation,Feb 2010,50,45,NA,PCIe 2.0 x16,10,400 MHz,400 MHz,256 MB
2500,GeForce 7300 SE/7200 GS,Workstation,Oct 2009,49,27,NA,PCI-E x16,NA,450 MHz,450 MHz,512 MB
2502,Mobility Radeon X2300 HD,Unknown,Jun 2009,49,244,NA,NA,NA,NA,NA,NA
2498,MOBILITY RADEON X600 SE,Unknown,Oct 2009,49,233,NA,NA,NA,NA,NA,NA
2499,Radeon X1050,Desktop,Apr 2009,49,245,NA,PCI-E x16,NA,400 MHz,400 MHz,256 MB
2497,Radeon X1600,Unknown,May 2009,49,209,NA,NA,NA,NA,NA,NA
2501,RADEON X600 SE,Unknown,Oct 2009,49,229,$56.18*,NA,NA,NA,NA,NA
2503,Mobility Radeon X2300,Mobile,Sep 2012,48,263,NA,PCIe x16,NA,480 MHz,480 MHz,128 MB
2505,Quadro NVS 110M,Workstation,Apr 2009,48,236,NA,PCIe 1.0 x16,10,300 MHz,300 MHz,512 MB
2504,Radeon X1550 64-bit,Unknown,Dec 2009,48,257,NA,NA,NA,NA,NA,NA
2507,Quadro NVS 120M,Workstation,May 2009,47,274,NA,PCIe 1.0 x16,10,450 MHz,450 MHz,512 MB
2506,SAPPHIRE RADEON 9600 ATLANTIS,Unknown,May 2009,47,149,NA,NA,NA,NA,NA,NA
2509,FireMV 2250,Unknown,Aug 2009,46,290,$104.00*,NA,NA,NA,NA,NA
2511,Matrox M9188 ATX PCIe x16,Unknown,Feb 2023,46,25,NA,NA,NA,NA,NA,NA
2510,Mobile Intel 965 Express,Unknown,Jan 2010,46,11,NA,NA,NA,NA,NA,NA
2508,MOBILITY RADEON 9800,Mobile,Jul 2009,46,110,NA,AGP 8x,NA,350 MHz,350 MHz,256 MB
2515,GeForce Go 6600 TE/6200 TE,Unknown,May 2009,45,223,NA,NA,NA,NA,NA,NA
2513,GeForce Go 7200,Mobile,Aug 2012,45,199,NA,PCIe x16,NA,450 MHz,450 MHz,64 MB
2512,Matrox G200eR WDDM 1.2,Unknown,Aug 2014,45,210,NA,NA,NA,NA,NA,NA
2518,Mobile Intel 4 Express-Chipsatzfamilie,Unknown,Apr 2013,45,251,NA,NA,NA,NA,NA,NA
2517,Mobile Intel serie 4 Express,Unknown,Mar 2013,45,232,NA,NA,NA,NA,NA,NA
2514,MOBILITY FireGL V5200,Workstation,Aug 2012,45,248,NA,PCIe x16,NA,425 MHz,425 MHz,256 MB
2516,Quadro FX 350M,Workstation,May 2009,45,132,NA,PCIe 1.0 x16,15,450 MHz,450 MHz,256 MB
2519,Quadro NVS 285,Unknown,Mar 2012,44,67,$169.86*,NA,NA,NA,NA,NA
2520,Radeon 9700 TX with TV-Out,Unknown,Mar 2011,44,152,NA,NA,NA,NA,NA,NA
2521,Mobility Radeon X1400,Mobile,Apr 2009,43,226,NA,PCIe x16,NA,445 MHz,445 MHz,128 MB
2522,RADEON 9600 PRO,Desktop,Jan 2011,43,163,NA,AGP 8x,NA,400 MHz,400 MHz,256 MB
2523,Radeon Xpress 1250,Unknown,Aug 2012,43,197,NA,NA,NA,NA,NA,NA
2526,GeForce 7050 / nForce 620i,Unknown,Jun 2009,42,88,NA,NA,NA,NA,NA,NA
2524,GeForce 7100 / nForce 630i,Desktop,Jun 2009,42,37,NA,PCIe 2 x1,NA,600 MHz,600 MHz,0 MB
2525,RADEON 9500 PRO / 9700,Unknown,Apr 2009,42,157,NA,NA,NA,NA,NA,NA
2528,GeForce FX 5700,Desktop,Apr 2009,41,173,NA,AGP 8X,NA,425 MHz,425 MHz,256 MB
2527,GeForce FX 5900 Ultra,Desktop,May 2009,41,170,NA,AGP 8X,NA,450 MHz,450 MHz,256 MB
2530,Matrox G200eh,Unknown,Nov 2013,41,449,NA,NA,NA,NA,NA,NA
2529,MOBILITY FIREGL T2,Workstation,Oct 2009,41,171,NA,AGP 4X,NA,320 MHz,320 MHz,128 MB
2533,GeForce FX 5900XT,Desktop,Apr 2009,40,134,NA,AGP 8X,NA,390 MHz,390 MHz,128 MB
2535,Matrox G200eW,Unknown,Mar 2012,40,107,NA,NA,NA,NA,NA,NA
2532,Matrox M9148 LP PCIe x16,Unknown,Feb 2010,40,98,NA,NA,NA,NA,NA,NA
2536,Mobility Radeon X1300,Mobile,Sep 2009,40,222,NA,PCIe x16,NA,350 MHz,350 MHz,128 MB
2534,Mobility Radeon X1350,Mobile,May 2009,40,274,NA,PCIe x16,NA,470 MHz,470 MHz,128 MB
2531,Radeon Xpress 1300M,Mobile,Aug 2011,40,195,NA,NA,NA,NA,NA,NA
2537,S3 Chrome 430 ULP,Unknown,Jun 2009,40,310,NA,NA,NA,NA,NA,NA
2539,GeForce 7300 SE,Desktop,Apr 2009,39,251,NA,PCI-E x16,NA,350 MHz,350 MHz,128 MB
2540,Mobile Intel - famiglia Express Chipset 45,Unknown,Oct 2011,39,264,NA,NA,NA,NA,NA,NA
2538,MOBILITY RADEON 9600/9700,Mobile,Nov 2010,39,165,NA,AGP 8x,NA,300 MHz,300 MHz,128 MB
2546,256MB DDR Radeon 9800 XT,Unknown,Apr 2009,38,192,NA,NA,NA,NA,NA,NA
2541,GeForce 6500,Desktop,Apr 2009,38,300,NA,PCI-E x16,NA,400 MHz,400 MHz,256 MB
2545,GeForce 7050 / nForce 630i,Unknown,Feb 2010,38,145,NA,NA,NA,NA,NA,NA
2543,Mobile Intel 45 Express,Unknown,Dec 2010,38,20,NA,NA,NA,NA,NA,NA
2542,Quadro NVS 285 128MB,Unknown,Oct 2009,38,313,$55.00*,NA,NA,NA,NA,NA
2547,Quadro NVS 440,Unknown,Apr 2009,38,358,$228.87*,NA,NA,NA,NA,NA
2544,RADEON X300SE,Unknown,Apr 2009,38,242,NA,NA,NA,NA,NA,NA
2548,GeForce 6200,Desktop,Apr 2009,37,31,$53.17*,"AGP 8x,PCI,PCI-E x16",NA,300 MHz,300 MHz,256 MB
2550,GeForce 6200SE TurboCache,Unknown,Apr 2009,37,146,NA,NA,NA,NA,NA,NA
2551,Matrox G200eR,Unknown,Oct 2013,37,400,NA,NA,NA,NA,NA,NA
2549,Radeon X1250,Unknown,May 2009,37,199,NA,NA,NA,NA,NA,NA
2552,CONNECT 3D RADEON X300,Unknown,Apr 2009,36,191,NA,NA,NA,NA,NA,NA
2554,FireMV 2200 PCIe,Workstation,Mar 2011,36,259,$89.99*,PCIe x16,NA,NA,NA,128 MB
2555,MOBILITY RADEON 9600,Mobile,Jun 2009,36,172,NA,AGP 8x,NA,300 MHz,300 MHz,128 MB
2556,Quadro FX 1100,Workstation,Apr 2009,36,178,$212.99*,AGP 8x,NA,425 MHz,425 MHz,256 MB
2553,RADEON 9500,Desktop,Jun 2011,36,173,$40.50*,AGP 8x,NA,275 MHz,275 MHz,128 MB
2557,Radeon Xpress 1200,Unknown,May 2009,36,192,NA,NA,NA,NA,NA,NA
2561,GeForce FX 5900,Desktop,Apr 2009,35,188,NA,AGP 8X,NA,400 MHz,400 MHz,128 MB
2559,GeForce PCX 5750,Desktop,Jun 2010,35,310,NA,PCI-E x16,NA,425 MHz,425 MHz,128 MB
Insufficient data,Intel 1st Generation Intel HD,Desktop,Jun 2025,35,8,NA,NA,NA,NA,NA,NA
2560,RADEON 9550,Desktop,Jul 2009,35,145,$291.74*,AGP 8x,NA,250 MHz,250 MHz,256 MB
2558,RADEON 9600 XT,Desktop,Dec 2009,35,147,NA,AGP 8x,NA,500 MHz,500 MHz,256 MB
2564,GeForce FX 5700 Ultra,Desktop,Apr 2009,34,126,NA,AGP 8X,NA,475 MHz,475 MHz,256 MB
2565,GeForce PCX 5900,Desktop,Apr 2009,34,258,NA,PCI-E x16,NA,450 MHz,450 MHz,256 MB
2568,MOBILITY FIREGL T2/T2e,Workstation,Feb 2012,34,171,NA,AGP 4X,NA,320 MHz,320 MHz,128 MB
2567,MOBILITY RADEON X300,Mobile,Apr 2009,34,204,NA,PCI-E x16,NA,350 MHz,350 MHz,128 MB
2563,Quadro FX 1000,Workstation,Apr 2009,34,266,NA,AGP 8x,NA,300 MHz,300 MHz,128 MB
2562,Quadro FX 1300,Workstation,Apr 2009,34,276,NA,PCIe x16,55,350 MHz,350 MHz,128 MB
2566,Radeon Xpress 1100,Unknown,Apr 2009,34,187,NA,NA,NA,NA,NA,NA
2571,GeForce 6150 LE,Unknown,May 2012,33,30,NA,NA,NA,NA,NA,NA
2577,GeForce 6200 LE,Desktop,Aug 2012,33,56,$41.24*,"AGP 8x,PCI-E x16",NA,350 MHz,350 MHz,256 MB
2575,GeForce 7025 / nForce 630a,Unknown,Mar 2012,33,12,NA,NA,NA,NA,NA,NA
2574,GeForce 7150 / nForce 630i,Unknown,Mar 2012,33,254,NA,NA,NA,NA,NA,NA
2573,GeForce FX 5700VE,Desktop,Apr 2009,33,161,NA,AGP 8X,NA,235 MHz,235 MHz,256 MB
2578,GeForce FX 5900ZT,Desktop,May 2009,33,129,NA,AGP 8X,NA,325 MHz,325 MHz,128 MB
2570,Intel G33/G31 Express,Desktop,Jan 2010,33,14,NA,Integrated,NA,400 MHz,NA,NA
2576,Intel Media Accelerator,Unknown,Jul 2015,33,78,NA,NA,NA,NA,NA,NA
2572,Mobility Radeon X1450,Mobile,Apr 2009,33,205,NA,PCIe x16,NA,550 MHz,550 MHz,128 MB
2579,Radeon X1200,Unknown,Oct 2010,33,169,NA,NA,NA,NA,NA,NA
2569,S3 Chrome S27 DDR3,Unknown,Apr 2022,33,7,NA,NA,NA,NA,NA,NA
2580,GeForce 6200 A-LE,Desktop,Apr 2009,32,192,NA,"AGP 8x,PCI-E x16",NA,350 MHz,350 MHz,256 MB
2581,Matrox M9128 LP PCIe x16,Unknown,Jan 2011,32,38,NA,NA,NA,NA,NA,NA
2584,FireGL T2-128,Workstation,Sep 2009,31,178,NA,AGP,NA,400 MHz,400 MHz,128 MB
2583,GeForce 6150SE nForce 430,Unknown,Aug 2012,31,15,NA,NA,NA,NA,NA,NA
2582,Radeon X1270,Unknown,Oct 2010,31,169,NA,NA,NA,NA,NA,NA
2587,All-in-Wonder X1800XL,Unknown,Oct 2011,30,283,NA,NA,NA,NA,NA,NA
2586,GeForce 7050 PV / nForce 630a,Unknown,Jun 2009,30,68,NA,NA,NA,NA,NA,NA
2585,MOBILITY RADEON 9550,Mobile,Dec 2012,30,166,NA,AGP 8x,NA,210 MHz,210 MHz,64 MB
2588,Radeon Xpress 1150,Unknown,Aug 2009,30,192,NA,NA,NA,NA,NA,NA
2589,RADEON XPRESS 200,Unknown,Oct 2009,30,188,NA,NA,NA,NA,NA,NA
2590,Radeon 9550 / X1050,Unknown,May 2010,29,150,NA,NA,NA,NA,NA,NA
2594,GeForce 6100,Unknown,Apr 2009,27,44,NA,NA,NA,NA,NA,NA
2596,GeForce 6100 nForce 405,Unknown,Apr 2009,27,56,NA,NA,NA,NA,NA,NA
2592,MOBILITY FireGL V5250,Workstation,Apr 2009,27,252,NA,PCIe x16,NA,450 MHz,450 MHz,512 MB
2591,MOBILITY RADEON 9700,Mobile,Apr 2009,27,158,NA,AGP 8x,NA,450 MHz,450 MHz,128 MB
2595,MOBILITY RADEON XPRESS 200,Unknown,Apr 2009,27,176,NA,NA,NA,NA,NA,NA
2597,RADEON 9600 PRO Family,Unknown,Dec 2010,27,148,NA,NA,NA,NA,NA,NA
2593,RADEON 9600SE,Unknown,May 2009,27,143,NA,NA,NA,NA,NA,NA
2598,Radeon Xpress 1270,Unknown,Nov 2009,27,191,NA,NA,NA,NA,NA,NA
2602,GeForce 7050 / nForce 610i,Unknown,May 2009,26,78,NA,NA,NA,NA,NA,NA
2599,GeForce 7100 / nForce 620i,Unknown,Jun 2009,26,229,NA,NA,NA,NA,NA,NA
2601,Matrox M9120 Plus LP PCIe x16,Unknown,Oct 2009,26,27,NA,NA,NA,NA,NA,NA
2603,Matrox M9125 PCIe x16,Unknown,Nov 2009,26,138,NA,NA,NA,NA,NA,NA
2600,PHDGD Sapphire GR for Mobile Intel 965,Unknown,Dec 2017,26,243,NA,NA,NA,NA,NA,NA
2605,GeForce 6100 nForce 400,Unknown,Jun 2009,25,242,NA,NA,NA,NA,NA,NA
2604,GeForce 6100 nForce 420,Unknown,Jul 2009,25,234,NA,NA,NA,NA,NA,NA
2608,GeForce 6150SE,Unknown,Apr 2009,25,266,NA,NA,NA,NA,NA,NA
2609,GeForce FX 5700LE,Desktop,Apr 2009,25,147,NA,AGP 8X,NA,250 MHz,250 MHz,256 MB
2607,MOBILITY RADEON 9600 PRO TURBO,Unknown,May 2009,25,137,NA,NA,NA,NA,NA,NA
2606,RADEON 9600 Family,Unknown,Apr 2009,25,150,NA,NA,NA,NA,NA,NA
2610,GeForce Go 6400,Mobile,Apr 2009,24,212,NA,PCI-E x16,NA,400 MHz,400 MHz,16 MB
2611,Mobile Intel 965 Express-Chipsatzfamilie,Unknown,Jul 2014,24,203,NA,NA,NA,NA,NA,NA
2612,Quadro NVS 210S,Unknown,Nov 2009,24,265,NA,NA,NA,NA,NA,NA
2613,RADEON 9800 SE,Desktop,May 2009,24,131,NA,AGP 8x,NA,"325, 380 MHz","325, 380 MHz",256 MB
2615,ALL-IN-WONDER 9800,Unknown,Aug 2011,23,139,NA,NA,NA,NA,NA,NA
2617,GeForce 6100 nForce 430,Unknown,Apr 2009,23,249,NA,NA,NA,NA,NA,NA
2616,GeForce 7200 GS,Desktop,Nov 2009,23,98,NA,"AGP 8x,PCI-E x16",NA,450 MHz,450 MHz,256 MB
2614,Matrox M9140 LP PCIe x16,Unknown,May 2009,23,390,NA,NA,NA,NA,NA,NA
2618,RADEON A9800XT,Unknown,Jan 2020,23,145,NA,NA,NA,NA,NA,NA
2619,RADEON XPRESS 200M,Mobile,Apr 2009,23,176,NA,NA,NA,NA,NA,NA
Insufficient data,S3 Chrome S25,Unknown,Oct 2022,23,9,NA,NA,NA,NA,NA,NA
2620,GeForce 6150,Unknown,Jan 2012,22,250,$329.00*,NA,NA,NA,NA,NA
2621,Quadro NVS 210S / GeForce 6150LE,Unknown,Sep 2009,21,272,NA,NA,NA,NA,NA,NA
2623,Matrox M9120 PCIe x16,Unknown,Aug 2010,20,870,NA,NA,NA,NA,NA,NA
2622,PHDGD Solo 2 x64,Unknown,Jun 2016,20,183,NA,NA,NA,NA,NA,NA
2624,GeForce Go 6150,Unknown,Oct 2009,19,92,NA,NA,NA,NA,NA,NA
2625,QXL KMDOD,Unknown,Sep 2014,19,203,NA,NA,NA,NA,NA,NA
2628,GeForce 7150M / nForce 630M,Mobile,Apr 2009,18,194,NA,NA,NA,NA,NA,NA
2632,GeForce FX Go 5600,Mobile,Sep 2009,18,186,NA,AGP x8,NA,350 MHz,350 MHz,32 MB
2631,GeForce Go 6100,Unknown,Apr 2009,18,181,NA,NA,NA,NA,NA,NA
2633,Mobile Intel965 Express,Unknown,Jun 2018,18,264,NA,NA,NA,NA,NA,NA
2630,Quadro FX 2000,Workstation,Sep 2009,18,146,NA,AGP 8x,NA,400 MHz,400 MHz,128 MB
2627,RADEON 9600 TX Family,Unknown,Sep 2010,18,138,NA,NA,NA,NA,NA,NA
2629,RADEON XPRESS 200 CROSSFIRE,Unknown,May 2014,18,164,NA,NA,NA,NA,NA,NA
2626,S3 Chrome S25 DDR2,Unknown,Oct 2011,18,252,NA,NA,NA,NA,NA,NA
2634,GeForce FX 5600 Ultra,Desktop,Apr 2009,17,122,NA,AGP 8X,NA,350 MHz,350 MHz,128 MB
2635,GeForce FX Go5650,Unknown,May 2009,17,211,NA,NA,NA,NA,NA,NA
2636,GRID V100-8Q,Unknown,May 2018,16,149,NA,NA,NA,NA,NA,NA
2638,GeForce Go 6200,Mobile,Apr 2009,15,204,NA,PCI-E x16,NA,300 MHz,300 MHz,16 MB
2637,NV44,Unknown,Feb 2011,15,251,NA,NA,NA,NA,NA,NA
2639,Quadro FX 500/600 PCI,Unknown,Apr 2009,14,203,NA,NA,NA,NA,NA,NA
2640,Radeon HD 2400 PCI,Unknown,Apr 2009,14,86,NA,NA,NA,NA,NA,NA
2641,GeForce 7000M,Mobile,Feb 2010,13,239,NA,Hyper Transport,NA,350 MHz,NA,256 MB
2642,GeForce 7000M / nForce 610M,Mobile,Apr 2009,13,188,NA,NA,NA,NA,NA,NA
2643,GeForce FX 5600,Desktop,Apr 2009,13,168,NA,"AGP 8X,PCI",NA,325 MHz,325 MHz,256 MB
2644,GeForce FX Go5300,Unknown,Aug 2009,13,159,NA,NA,NA,NA,NA,NA
2645,GeForce FX 5200 Ultra,Desktop,Apr 2009,12,138,NA,AGP 8X,NA,325 MHz,325 MHz,128 MB
2647,GeForce FX 5200SE,Unknown,Sep 2013,12,194,NA,NA,NA,NA,NA,NA
2646,VIA C9-HD IGP,Desktop,Sep 2025,12,2,NA,NA,NA,NA,NA,NA
2648,FireMV 2400 PCIe,Workstation,Jan 2011,11,283,NA,PCIe x1,NA,NA,NA,256 MB
2650,PHDGD Solo 1.2.0 x86,Unknown,Feb 2015,11,169,NA,NA,NA,NA,NA,NA
2649,RGH Drivers v3,Unknown,Sep 2016,11,312,NA,NA,NA,NA,NA,NA
2652,Master X3100 Driver,Unknown,Feb 2017,10,79,NA,NA,NA,NA,NA,NA
2653,MOBILITY IGP 9000/9100,Unknown,Apr 2009,10,125,NA,NA,NA,NA,NA,NA
2651,VIA Chrome9 HD IGP,Unknown,Jul 2010,10,25,NA,NA,NA,NA,NA,NA
2656,ASUS A7000,Unknown,Jan 2010,9,164,NA,NA,NA,NA,NA,NA
2658,GeCube RADEON 7000,Unknown,Jan 2010,9,144,NA,NA,NA,NA,NA,NA
2657,GeForce FX 5600XT,Unknown,Apr 2009,9,166,NA,NA,NA,NA,NA,NA
2655,Intel 82945G Express,Unknown,Apr 2009,9,10,NA,NA,NA,NA,NA,NA
2654,Matrox Parhelia 256MB,Unknown,Nov 2009,9,140,NA,NA,NA,NA,NA,NA
2667,ASUS V9520-X V62.11,Unknown,Jan 2011,8,208,NA,NA,NA,NA,NA,NA
2666,GeForce FX 5100,Unknown,Jul 2009,8,247,NA,NA,NA,NA,NA,NA
2669,GeForce FX 5200,Desktop,Sep 2010,8,154,$129.00*,"AGP 8X,PCI",NA,250 MHz,250 MHz,128 MB
2661,GeForce FX 5500,Desktop,Apr 2009,8,152,$153.97*,"AGP 8X,AGP 4X,PCI",NA,270 MHz,270 MHz,256 MB
2659,GeForce FX Go 5200,Mobile,Jun 2010,8,190,NA,AGP x8,NA,300 MHz,300 MHz,32 MB
2664,Intel 82945G Express-Chipsatzfamilie,Unknown,May 2016,8,240,NA,NA,NA,NA,NA,NA
2660,Intel Q35 Embedded,Unknown,Jun 2011,8,303,NA,NA,NA,NA,NA,NA
2662,Mobile Intel 965 Express - BR-0907-0461 v1839,Unknown,May 2016,8,124,NA,NA,NA,NA,NA,NA
2665,MOBILITY RADEON 9000 IGP,Unknown,Dec 2009,8,143,NA,NA,NA,NA,NA,NA
2668,Quadro FX 500/FX 600,Unknown,Apr 2009,8,151,NA,NA,NA,NA,NA,NA
2663,Quadro NVS 280 PCI,Unknown,Apr 2009,8,261,$130.00*,NA,NA,NA,NA,NA
2672,GeForce FX 5200LE,Unknown,May 2009,7,170,$42.99*,NA,NA,NA,NA,NA
2679,GeForce4 MX Integrated GPU,Unknown,Apr 2009,7,198,NA,NA,NA,NA,NA,NA
2671,GeForce4 Ti 4400,Unknown,Apr 2009,7,170,NA,NA,NA,NA,NA,NA
2674,GeForce4 Ti 4800 SE,Unknown,May 2009,7,187,NA,NA,NA,NA,NA,NA
2673,Intel Media Accelerator 600,Unknown,Jun 2011,7,58,NA,NA,NA,NA,NA,NA
2678,Intel Q33 Express,Unknown,Apr 2009,7,16,NA,NA,NA,NA,NA,NA
2670,Intel US15 Embedded Media and Controller,Unknown,Sep 2015,7,67,NA,NA,NA,NA,NA,NA
2675,Matrox Millennium P690 Plus LP PCIe x16,Unknown,Sep 2009,7,251,NA,NA,NA,NA,NA,NA
2676,Quadro4 380 XGL,Unknown,Jul 2009,7,225,NA,NA,NA,NA,NA,NA
2677,RADEON 8500 Family,Unknown,Sep 2009,7,146,NA,NA,NA,NA,NA,NA
2696,ALL-IN-WONDER RADEON 8500DV,Unknown,Dec 2010,6,128,NA,NA,NA,NA,NA,NA
2683,GeForce PCX 5300,Desktop,May 2009,6,197,NA,PCI-E x16,NA,250 MHz,250 MHz,128 MB
2681,GeForce2 Ultra,Desktop,May 2009,6,147,NA,"AGP 4x,PCI",NA,250 MHz,250 MHz,64 MB
2687,GeForce4 440 Go 64M,Unknown,May 2009,6,156,NA,NA,NA,NA,NA,NA
2698,GeForce4 448 Go,Unknown,May 2009,6,199,NA,NA,NA,NA,NA,NA
2697,GeForce4 Ti 4200,Unknown,Apr 2009,6,154,NA,NA,NA,NA,NA,NA
2699,GeForce4 Ti 4600,Desktop,Apr 2009,6,173,$53.99*,AGP 4x,NA,300 MHz,300 MHz,128 MB
2689,GeForce4 Ti 4800,Unknown,Oct 2009,6,190,NA,NA,NA,NA,NA,NA
2693,Intel 82915G Express,Unknown,Mar 2010,6,206,NA,NA,NA,NA,NA,NA
